1,2,3,4,9,10
1,2,3,8,9,10
1,3,4,5,8,12
1,3,4,6,8,13
1,3,5,6,7,11
2,5,6,9,10,12
2,7,9,10,12,13
2,9,10,11,12,13
4,5,7,8,11,13
4,6,7,8,11,12
