1,2,5,8,10,15
1,2,6,12,14,15
1,2,8,12,14,17
1,3,5,11,12,16
1,3,7,10,13,14
1,3,7,15,17,18
1,4,6,7,15,16
1,4,8,9,13,18
1,8,9,11,13,17
2,3,4,7,9,12
2,3,5,8,13,16
2,4,5,7,11,17
2,6,10,11,13,18
2,9,14,15,16,18
3,4,5,11,14,18
3,4,6,8,11,15
3,6,9,10,16,17
4,5,9,10,12,15
4,10,11,14,16,17
4,13,14,15,16,17
5,6,7,8,9,14
5,6,12,13,17,18
7,8,10,12,16,18
7,9,11,12,13,15
